STATE,UP,DOWN,RIGHT,LEFT,PICK_OBJECT,OPEN_DOOR
"(4, 5, 1, 1, 1)",12.098668525531563,12.054993573018862,13.190494999999583,10.584094084436266,12.26888063613308,9.192140776892487
"(4, 6, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 6, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 6, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 6, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 6, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 6, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 6, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 6, 1, 1, 1)",12.832099999999931,11.329546868961843,10.433910499863906,9.868259005951877,11.385838800999572,8.720295813151612
"(4, 7, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 7, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 7, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 7, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 7, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 7, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 7, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 7, 1, 1, 1)",12.962729597115004,5.056852881826391,0.8202805166361749,4.353921461850466,5.906293653800436,-0.12340854879638485
"(4, 8, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 8, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 8, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 8, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 8, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 8, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 8, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 8, 1, 1, 1)",0.661764017746922,-0.02069166557065541,0.006839496741532645,4.80690784523489,-0.050503356444944025,-2.421712920143699
"(4, 9, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 9, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 9, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 9, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 9, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 9, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 9, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 9, 1, 1, 1)",0.0021296121745823958,-0.062193808545000014,-0.04768517400000001,0.338120325769508,-0.027589155000000004,-1.2292969445000002
